PM10,NO2,SO2,CO,O3,temperature,humidity,wind_speed,PM2.5
105.99,56.4,28.47,2.696,89.39,25.95,52.41,6.29,62.63
203.79,99.47,50.41,4.855,101.6,35.13,56.95,4.16,87.85
188.37,86.92,40.32,4.107,91.64,36.23,54.7,4.43,136.71
87.66,44.54,21.29,1.944,83.74,24.32,52.57,6.51,59.14
129.23,60.53,28.04,2.784,77.93,27.45,47.45,4.58,61.24
230.7,107.73,51.26,5.117,101.77,29.43,38.26,1.69,154.84
24.91,5.02,3.87,0.412,64.85,25.56,56.97,8.64,13.45
183.66,87.92,42.52,4.239,97.79,28.91,59.57,3.06,131.8
143.44,65.69,34.18,3.298,91.07,27.03,67.1,4.67,95.75
167.67,83.99,41.55,3.988,99.38,25.26,42.26,4.82,123.4
239.51,112.18,55.56,5.318,104.64,23.84,31.42,1.66,104.58
106.81,51.12,25.34,2.796,100.74,24.52,45.76,5.4,51.46
51.46,20.84,10.15,1.206,81.05,22.43,61.65,7.1,24.91
238.2,111.05,51.14,5.431,117.18,33.91,40.67,2.89,144.58
175.21,82.14,39.15,3.94,100.76,25.58,47.69,4.82,89.65
102.36,42.03,17.03,1.899,74.51,17.26,56.87,6.57,48.9
79.65,40.54,15.65,1.778,73.21,24.83,69.14,6.64,46.64
156.3,68.47,32.77,3.473,98.56,26.2,53.98,3.63,79.8
193.55,82.31,43.19,4.121,91.47,25.85,52.18,4.43,88.6
105.24,58.04,27.46,2.504,92.58,29.0,54.72,6.22,64.61
129.06,64.43,29.87,2.81,88.46,25.08,52.32,7.03,59.38
36.79,23.78,10.39,0.727,64.84,20.08,65.52,7.6,26.24
166.4,87.33,39.82,3.732,92.55,30.48,47.0,3.66,91.94
202.63,101.27,51.37,4.781,111.1,31.87,58.16,3.59,142.38
105.5,51.23,23.01,2.506,82.56,28.56,62.37,6.93,47.83
233.9,102.9,53.55,5.209,101.16,28.44,64.03,4.09,114.81
202.07,101.89,51.16,4.667,109.69,27.48,52.07,3.59,104.48
186.16,97.57,45.01,4.317,91.36,35.21,68.34,2.28,98.76
83.84,34.22,17.79,1.995,69.26,25.51,65.88,6.86,41.99
8.49,13.63,1.32,0.186,51.0,17.17,50.33,8.14,4.54
216.64,101.7,49.14,4.877,101.49,33.61,55.35,4.54,94.01
141.13,73.55,34.31,2.815,112.61,31.63,53.55,5.02,65.56
101.19,49.19,24.53,2.309,98.21,26.96,68.35,6.28,59.48
110.67,62.86,28.23,2.733,83.69,27.36,68.31,6.15,46.63
190.68,87.02,42.47,3.984,118.69,30.73,47.31,2.67,133.68
201.33,95.66,50.24,4.715,105.49,38.27,52.23,1.84,100.63
51.46,21.17,11.58,1.174,81.91,27.89,46.65,8.56,23.5
126.01,57.94,31.72,2.832,98.52,28.92,66.44,5.12,77.0
90.19,48.06,25.0,2.057,68.55,23.42,50.49,6.08,43.59
134.4,65.64,32.44,2.973,80.88,34.01,58.14,5.66,82.28
131.48,58.55,26.11,2.718,65.86,32.05,39.23,5.09,73.65
87.96,43.86,21.57,1.995,105.24,25.17,67.08,7.33,52.46
72.41,31.79,16.71,1.619,71.7,27.96,55.04,8.16,41.68
88.61,43.34,20.4,1.874,71.62,19.55,54.14,6.22,58.95
125.98,55.05,30.31,2.639,90.15,29.2,58.26,5.89,66.0
220.85,94.86,49.43,4.845,91.47,33.96,41.55,1.61,119.05
127.7,56.28,31.64,2.953,89.57,28.03,62.65,5.65,70.07
100.23,45.14,21.58,1.956,80.66,20.71,57.44,5.09,50.75
153.99,73.32,33.44,3.842,83.36,23.88,42.5,4.76,85.24
173.1,77.21,37.1,3.615,91.79,27.97,59.21,4.84,117.74
