PM10,NO2,SO2,CO,O3,temperature,humidity,wind_speed,PM2.5
123.53,64.14,30.39,2.835,82.53,28.42,52.36,5.06,71.95
203.55,91.17,42.64,4.642,100.6,35.91,48.36,3.58,150.01
25.31,8.95,4.11,0.604,77.9,15.75,54.91,7.74,13.27
30.0,25.02,6.67,0.881,70.42,24.22,67.07,8.69,13.94
10.99,9.34,5.1,0.166,64.66,23.42,66.52,9.73,7.47
74.13,36.28,20.99,1.944,73.5,23.44,54.67,6.44,31.9
211.4,88.64,44.65,4.399,100.52,31.75,48.18,2.92,120.32
121.61,60.34,28.96,2.969,99.67,23.84,66.3,5.29,87.5
184.19,91.46,41.12,4.225,105.4,30.81,41.45,5.02,88.14
72.92,30.79,17.44,1.399,78.85,23.42,56.13,6.71,39.33
215.31,98.32,50.01,4.751,109.94,29.11,57.32,2.45,95.3
93.07,45.72,19.92,2.162,74.94,28.42,62.13,7.4,57.9
159.07,76.13,36.61,3.518,92.97,28.17,51.78,4.59,84.65
246.77,116.93,57.59,5.752,121.19,32.85,31.63,2.04,137.68
158.16,77.9,31.91,3.356,86.49,30.85,44.02,4.55,102.34
85.88,41.37,21.89,1.885,84.45,24.03,64.76,6.72,46.15
100.89,46.4,25.45,2.074,85.17,26.89,36.73,6.32,47.59
26.82,15.83,7.39,0.787,73.69,28.44,56.88,8.06,14.83
212.11,99.03,47.34,4.507,96.23,35.86,41.69,3.13,104.0
161.15,79.5,40.79,3.788,99.74,29.22,39.17,4.91,109.18
184.2,98.2,44.23,4.215,105.22,34.46,57.7,3.74,91.48
153.0,70.05,34.29,3.141,96.7,21.73,58.31,5.6,84.22
32.86,16.22,7.4,0.722,68.01,19.77,64.14,9.89,18.12
125.96,58.49,25.72,2.69,102.58,31.62,50.91,4.26,73.94
26.99,18.36,6.31,0.533,78.2,24.8,53.87,7.97,12.25
173.87,75.75,38.61,3.778,93.01,38.57,58.81,5.35,107.44
163.64,78.72,37.26,3.728,86.49,30.85,50.89,5.24,113.72
82.88,32.83,18.69,1.911,75.27,24.39,66.51,5.92,58.41
215.79,103.36,53.93,5.047,115.48,30.76,47.39,3.83,156.2
120.55,53.91,27.0,2.675,97.45,23.44,61.81,6.22,61.46
215.71,95.72,51.1,4.939,107.71,26.73,50.42,3.04,141.2
179.5,75.2,41.76,3.894,102.72,32.51,36.96,3.99,108.49
29.59,4.9,8.47,0.639,71.81,18.74,57.93,8.44,15.75
204.54,96.55,49.41,4.969,108.34,32.54,47.21,3.05,89.63
129.17,59.34,30.18,2.881,88.74,32.3,56.97,6.04,82.9
135.7,65.59,34.04,3.262,100.87,27.05,68.87,5.12,74.3
240.41,112.31,57.43,5.571,97.79,38.04,46.32,2.31,140.86
18.93,4.26,4.88,0.465,63.71,18.8,60.11,8.65,11.99
188.63,86.17,43.22,4.199,100.47,29.21,35.94,3.88,110.85
166.11,79.45,37.86,3.586,106.56,31.52,56.01,3.58,111.09
155.85,86.54,41.34,3.668,101.0,25.06,60.38,5.5,88.92
110.97,52.37,25.16,2.494,92.72,22.43,62.9,6.79,55.62
85.55,38.46,20.05,2.19,71.26,36.37,54.16,6.32,38.95
63.36,29.44,16.14,1.57,70.92,19.3,57.18,7.63,42.53
81.01,33.47,19.03,1.697,80.39,27.52,60.78,8.79,55.91
182.85,89.87,43.93,3.939,91.77,35.02,54.55,2.96,98.85
114.3,52.77,27.14,2.356,64.44,29.32,54.17,6.99,80.59
82.87,36.76,20.52,1.761,75.94,26.25,48.41,6.91,43.12
77.62,32.73,17.43,1.545,85.91,25.14,57.62,7.19,35.29
124.75,59.07,31.37,2.573,96.36,28.74,67.48,6.35,63.17
182.8,98.47,46.8,4.676,98.61,32.05,54.02,4.03,98.83
144.73,64.79,32.02,3.082,91.26,30.26,57.12,5.91,93.81
147.15,66.06,35.88,3.217,84.71,33.98,67.23,3.64,85.39
212.39,97.18,46.83,4.784,97.56,34.13,52.92,2.39,143.22
168.44,86.6,39.89,4.055,93.55,24.97,48.39,4.13,74.92
33.82,20.65,8.83,0.864,63.08,20.43,70.51,8.81,23.24
197.82,87.79,43.08,4.419,100.17,32.87,42.83,3.68,132.02
48.61,29.43,13.01,1.26,89.5,21.62,69.87,5.96,29.13
205.15,97.35,48.97,4.494,96.78,31.86,53.61,4.16,124.56
43.74,24.63,10.88,0.958,74.61,24.89,60.7,7.89,24.71
50.42,25.91,8.02,0.857,78.52,21.24,80.5,8.84,26.08
194.67,87.08,44.16,4.338,114.71,32.25,50.07,4.81,98.11
86.42,42.18,20.61,1.811,68.76,20.62,56.94,6.0,54.47
201.94,90.7,41.73,4.398,95.98,29.01,45.97,3.74,133.16
47.33,20.96,6.31,0.964,75.62,17.6,58.75,7.09,23.06
106.84,46.35,24.82,2.243,86.77,25.14,58.42,5.94,45.71
234.92,110.3,55.95,5.346,107.12,37.13,49.14,2.44,139.69
42.06,24.44,10.69,1.19,82.39,25.13,57.28,8.95,31.88
250.17,117.9,54.73,5.539,126.19,36.85,42.15,3.25,165.97
177.58,89.58,41.92,4.32,92.88,34.11,55.76,3.88,123.43
189.26,85.05,44.17,4.007,95.75,33.77,53.73,2.91,119.0
83.49,44.48,20.94,1.833,72.6,25.88,62.61,7.01,39.84
199.91,96.47,46.1,4.708,104.32,27.44,48.69,3.54,85.17
197.95,93.49,46.53,4.544,110.55,36.49,62.74,2.05,93.48
185.82,88.03,41.51,4.175,82.68,39.64,50.25,3.28,89.44
62.69,37.83,14.13,1.256,79.45,21.59,67.23,6.58,40.87
73.57,37.42,14.22,1.483,80.07,25.99,49.53,7.19,47.96
81.26,28.99,16.68,1.663,80.96,28.67,66.73,7.99,56.7
118.67,51.37,24.79,2.4,73.53,21.59,54.25,5.49,50.86
191.31,92.03,40.68,4.361,107.02,27.47,41.77,6.08,84.1
233.65,108.92,54.03,5.297,115.56,42.74,52.36,1.77,163.53
86.05,42.86,18.47,1.947,87.92,23.89,60.63,6.07,50.92
238.97,101.43,51.26,5.159,94.47,31.9,52.57,2.26,103.82
189.83,93.52,44.26,4.513,110.54,37.18,41.46,3.22,125.85
85.41,41.98,17.29,1.704,88.66,30.64,53.41,7.49,44.32
76.66,39.33,19.92,1.743,78.62,31.4,52.2,6.24,53.2
176.35,83.1,41.25,4.287,100.19,30.72,52.41,5.44,103.73
119.15,52.33,27.53,2.643,82.16,28.94,54.62,6.23,53.87
58.85,31.58,14.6,1.294,70.22,27.74,66.96,6.73,30.97
