PM10,NO2,SO2,CO,O3,temperature,humidity,wind_speed,PM2.5
88.72,43.2,19.44,1.927,82.22,22.85,70.65,6.29,59.97
210.91,97.52,46.25,4.598,107.98,31.56,58.4,3.73,123.85
83.89,36.06,16.19,1.862,85.79,26.17,61.64,7.25,41.45
168.52,75.4,39.84,3.578,92.79,32.5,70.49,3.22,76.01
37.26,28.62,11.46,1.029,72.84,28.11,67.71,7.29,17.99
245.87,112.26,58.29,5.44,109.71,39.31,52.57,1.15,176.12
29.3,16.67,6.5,0.391,64.48,16.35,55.73,7.22,17.25
52.2,28.08,9.98,1.039,64.55,22.06,62.29,7.65,27.61
212.9,96.69,52.16,4.587,98.75,27.55,38.81,2.86,116.0
215.76,103.67,49.62,5.042,110.36,36.44,63.39,3.45,141.96
127.22,60.58,33.12,3.148,73.77,36.69,46.67,4.99,88.95
102.93,54.77,22.91,2.158,87.98,27.23,51.81,5.92,39.54
100.95,54.23,27.68,2.474,80.0,28.9,51.88,6.9,46.72
154.42,76.72,31.49,3.415,90.66,27.16,41.06,4.06,86.27
214.62,97.81,51.28,4.875,111.6,29.76,48.78,4.3,133.17
186.38,84.16,40.18,4.069,96.27,29.26,39.56,5.24,91.55
53.25,35.33,16.99,1.556,64.19,26.42,56.91,6.27,30.38
236.18,110.65,56.69,5.581,126.14,40.05,43.93,1.31,126.61
159.4,80.92,37.9,3.573,101.55,23.07,57.91,6.42,100.54
156.82,72.35,35.28,3.377,82.74,23.96,57.29,6.03,92.22
79.4,43.03,17.62,1.935,66.6,23.76,27.96,6.43,46.47
39.51,26.16,10.64,1.001,72.02,20.6,67.1,8.55,18.66
86.43,41.22,20.92,1.679,75.73,28.58,71.44,6.74,54.0
243.73,111.97,56.15,5.362,100.51,43.23,30.82,1.68,124.75
164.97,80.59,37.02,3.64,95.92,27.96,51.83,4.9,102.69
160.72,80.39,34.02,3.708,94.23,33.8,53.52,5.67,106.21
185.99,75.66,41.78,3.822,92.86,30.07,54.29,3.56,106.7
48.76,19.36,13.09,1.117,57.45,23.34,72.29,8.3,27.59
104.33,47.69,27.02,2.111,94.49,23.13,66.92,5.4,64.36
43.94,18.6,8.34,1.101,67.67,30.05,54.18,6.33,30.11
230.93,111.27,59.22,5.383,112.76,27.58,45.32,3.02,121.05
70.06,38.61,17.43,1.737,80.15,24.4,54.61,7.54,38.5
146.08,69.19,34.91,3.407,94.91,24.79,52.66,3.5,94.43
55.55,29.18,11.32,0.93,68.21,23.62,62.21,8.39,31.12
53.29,21.25,11.7,0.914,71.8,20.09,65.81,7.17,31.05
134.34,52.75,26.76,2.812,78.89,25.0,44.33,5.73,63.99
103.58,44.99,24.03,2.314,94.06,25.09,58.86,6.1,62.83
254.3,119.08,58.9,5.636,111.88,31.23,34.25,2.41,122.98
111.03,49.57,25.01,2.265,77.12,23.42,55.14,5.8,73.02
245.13,112.82,57.2,5.654,104.66,30.98,55.71,2.16,105.48
79.34,36.81,19.32,1.534,75.53,26.69,58.75,6.73,52.65
197.85,92.62,43.33,4.397,105.94,29.02,58.12,4.15,130.01
104.81,53.93,20.8,2.389,81.82,19.96,60.68,6.37,60.52
90.43,35.74,23.52,1.808,80.28,22.6,54.62,6.64,65.52
240.98,111.23,54.04,5.304,113.25,34.1,57.74,3.36,141.02
175.72,87.32,48.5,4.212,107.73,32.02,51.92,3.9,96.98
17.64,9.42,3.53,0.393,52.44,15.61,62.49,8.3,12.83
25.96,11.74,11.87,0.565,61.4,20.65,67.17,8.82,17.56
96.6,41.8,22.98,2.509,84.92,28.89,67.72,5.83,55.33
197.89,97.55,46.84,4.596,108.38,29.48,48.31,4.48,127.92
81.25,33.4,16.51,1.686,83.01,21.77,53.45,7.41,58.36
174.67,87.01,44.95,4.268,103.98,27.26,51.49,5.01,71.71
127.76,55.5,26.23,2.614,79.83,26.57,57.86,5.52,59.47
43.87,20.4,10.37,1.096,62.67,20.32,54.48,7.88,25.8
175.06,90.94,42.65,4.18,95.15,35.99,50.53,4.5,84.33
129.26,61.06,31.36,3.067,94.0,33.29,60.13,5.09,90.43
57.33,27.82,8.24,1.321,80.97,25.04,46.84,8.99,29.13
153.02,70.03,32.96,3.429,92.79,31.15,57.78,5.38,88.45
35.07,18.83,9.69,0.698,85.7,22.26,80.85,9.16,19.51
