PM10,NO2,SO2,CO,O3,temperature,humidity,wind_speed,PM2.5
18.78,4.34,3.74,0.257,50.99,20.52,59.09,9.04,6.98
132.03,71.6,30.57,3.176,97.92,32.31,43.52,5.25,71.12
250.0,116.45,53.76,5.523,113.34,27.26,42.72,1.82,172.05
143.6,69.09,31.94,3.181,93.7,18.57,57.14,4.94,104.65
248.07,114.54,56.03,5.683,117.07,33.31,45.53,1.4,162.51
156.68,75.31,38.85,3.868,101.25,23.42,55.79,5.29,81.17
121.42,64.67,29.4,2.877,92.51,23.24,53.26,6.28,84.51
179.82,79.05,40.57,3.852,95.65,36.98,55.38,4.78,89.76
235.2,107.1,54.38,5.266,125.39,28.21,40.11,1.66,124.99
23.6,15.77,7.41,0.328,71.75,25.83,67.47,8.02,16.25
227.03,104.15,48.34,4.936,121.82,33.27,42.88,2.76,121.44
18.86,8.7,6.59,0.343,77.32,16.34,64.27,7.86,13.8
148.23,73.75,37.75,3.427,103.03,30.65,60.81,5.86,76.46
216.59,103.74,50.63,4.91,102.18,25.59,54.61,1.84,111.15
246.57,116.65,57.9,5.511,122.36,37.83,54.68,2.82,164.23
94.43,44.36,27.26,2.289,80.98,22.63,55.02,5.87,45.78
139.79,63.15,31.91,3.233,97.24,33.18,48.51,4.26,73.19
126.88,56.72,25.45,2.913,72.71,25.47,60.41,5.18,70.9
120.05,59.45,30.28,2.734,98.9,21.98,47.3,4.67,52.93
183.2,80.75,40.08,3.995,94.6,27.29,53.23,4.56,77.77
192.46,81.36,41.43,4.133,104.34,33.26,51.28,2.83,114.24
185.21,85.5,46.0,4.235,118.01,37.02,49.43,2.82,96.39
189.17,80.0,42.2,4.034,103.26,26.63,52.1,4.87,110.34
213.15,95.17,44.51,4.507,103.35,34.97,46.45,2.6,124.44
120.16,58.19,27.11,2.719,87.7,34.38,67.41,5.69,53.93
205.37,86.43,46.6,4.46,101.2,29.08,49.47,4.89,136.39
133.09,67.59,29.25,2.94,87.55,21.94,66.63,4.96,70.57
65.65,35.37,15.28,1.661,82.95,30.51,45.7,9.09,31.7
17.0,10.9,6.55,0.27,65.84,22.59,66.31,10.09,11.4
229.96,108.53,53.21,5.11,115.32,32.87,64.34,1.73,138.45
226.43,106.88,50.18,5.04,100.88,30.15,53.07,1.84,99.36
179.1,89.9,41.25,3.851,87.3,29.55,56.29,4.02,110.04
29.22,15.34,8.5,0.414,82.44,25.01,61.14,8.91,20.84
25.0,9.36,6.48,0.419,63.88,20.24,70.72,8.29,13.96
64.0,29.42,15.97,1.376,88.51,20.91,62.74,6.91,28.68
30.35,15.87,10.07,0.507,67.04,15.87,59.63,7.79,14.62
5.0,16.62,2.77,0.349,71.15,15.06,60.43,9.54,2.07
67.19,34.74,10.26,1.549,82.92,21.52,66.97,9.6,38.95
35.82,23.68,11.14,1.092,76.52,17.75,68.83,8.52,13.09
169.19,85.5,41.03,3.852,104.35,31.42,50.0,4.44,78.0
174.35,80.27,38.49,3.81,95.42,29.6,65.79,3.75,111.18
215.17,96.63,48.34,4.679,112.95,36.47,55.32,4.2,148.12
131.89,59.5,31.85,2.831,103.24,28.7,57.69,5.73,86.15
221.09,97.79,46.42,5.072,119.92,31.74,43.73,3.64,128.52
208.72,96.15,47.28,4.77,113.45,35.04,40.18,4.31,117.94
236.53,118.27,53.14,5.113,117.05,29.86,41.46,3.37,158.53
25.94,12.57,7.5,0.56,74.91,25.96,60.28,9.07,9.99
47.8,39.02,13.61,1.496,67.16,29.87,57.44,7.78,26.02
81.1,46.36,20.45,1.984,78.39,24.56,53.18,8.48,57.41
55.75,28.49,13.72,1.185,70.03,19.45,61.26,7.89,38.52
40.56,15.93,10.06,0.943,76.84,22.25,69.1,8.61,27.68
227.14,101.72,50.28,5.0,102.68,39.38,39.94,2.35,97.12
154.11,68.12,33.31,3.391,94.92,28.55,60.28,4.71,78.03
86.97,44.26,22.68,1.948,89.67,35.67,62.72,6.23,48.04
144.04,72.16,32.59,3.349,96.5,26.56,48.14,5.8,90.54
