PM10,NO2,SO2,CO,O3,temperature,humidity,wind_speed,PM2.5
61.6,24.12,15.22,1.486,70.37,17.48,43.7,8.39,41.29
216.36,100.51,44.53,4.706,106.32,30.34,56.88,2.69,118.86
160.52,77.52,38.31,3.665,81.82,29.56,50.21,4.62,110.62
54.66,32.02,11.85,1.435,82.99,20.82,65.53,7.71,36.97
225.07,112.14,52.2,4.94,106.17,32.24,65.15,2.9,101.4
43.42,29.8,13.91,1.131,73.63,20.32,46.61,6.55,24.96
43.71,16.88,4.81,0.636,61.71,27.07,63.02,8.93,24.02
26.42,16.45,9.58,0.714,81.92,18.99,51.82,9.1,15.68
45.6,25.76,9.83,0.886,81.32,16.13,57.97,8.26,30.82
63.66,36.61,12.06,1.493,83.02,27.8,56.07,6.36,34.68
21.28,7.63,0.5,0.301,61.87,20.5,50.27,9.29,10.56
83.06,45.88,18.06,2.024,73.54,27.35,56.69,7.31,51.52
105.75,53.36,24.04,2.397,80.39,21.87,62.73,5.89,56.87
225.82,119.62,51.5,5.352,107.74,35.01,49.67,2.65,159.16
185.56,100.91,44.0,4.157,103.21,33.51,43.89,2.48,125.25
64.17,36.74,13.64,1.96,77.13,26.7,54.23,7.3,39.99
150.61,67.12,37.17,3.395,94.74,27.36,47.19,4.29,101.65
77.83,39.43,13.24,1.473,79.52,26.76,52.56,8.25,33.54
248.37,119.62,59.77,5.756,122.03,28.56,41.19,1.42,115.59
161.34,69.41,35.72,3.611,94.98,25.73,65.77,5.92,90.28
138.9,63.67,33.56,3.029,85.98,29.56,55.33,4.9,93.65
26.92,20.29,5.85,0.242,65.95,22.09,66.07,8.56,16.89
185.73,80.35,46.19,4.14,109.0,30.91,51.04,3.72,105.1
10.66,14.59,3.35,0.488,59.68,15.11,59.52,9.19,6.55
10.93,14.14,2.95,0.589,80.29,17.59,71.89,7.81,6.71
161.53,78.98,36.72,3.696,82.29,32.65,44.57,4.55,92.08
181.48,82.05,43.18,3.854,96.03,30.73,44.95,3.89,108.24
187.81,91.04,45.04,4.567,100.14,31.24,35.07,2.95,124.43
137.1,55.73,32.64,2.939,81.14,25.84,63.84,5.11,75.15
29.0,18.1,6.31,0.242,72.43,13.58,51.68,8.22,18.62
127.41,62.03,29.61,3.096,78.35,22.03,55.33,5.64,84.23
82.38,35.36,20.11,1.809,84.94,30.94,38.93,8.25,56.71
77.07,29.98,17.72,1.456,82.32,15.08,67.68,7.8,42.12
200.08,103.88,47.46,4.697,106.5,32.27,37.86,2.24,86.04
90.59,42.04,19.25,2.02,95.56,29.52,53.93,4.73,48.94
92.93,36.91,19.7,1.771,94.71,28.78,58.78,6.74,67.45
130.2,66.64,31.95,3.057,101.98,28.94,56.57,5.72,72.29
108.85,53.61,29.49,2.573,94.37,28.26,53.26,6.86,48.88
164.63,83.61,43.5,3.953,90.11,27.64,39.77,5.4,99.61
241.21,119.66,62.15,5.562,122.29,38.88,43.96,1.7,122.88
258.6,106.94,54.42,5.788,118.36,33.07,52.24,1.83,144.8
135.19,62.09,29.52,2.956,83.36,25.88,42.25,5.77,89.48
175.57,78.2,37.13,3.85,103.57,27.29,46.64,3.3,74.22
71.39,36.26,18.04,1.587,75.82,14.25,66.51,7.57,41.2
87.11,38.44,21.25,1.717,80.96,29.54,75.75,7.62,49.58
197.17,90.06,44.42,4.24,104.67,33.86,36.88,2.49,83.08
186.47,86.05,40.74,4.129,110.96,30.92,48.54,3.98,116.96
